Pd_bus1,Pd_bus2,Pd_bus3,Pd_bus4,Pd_bus5,Pd_bus6,Pd_bus7,Pd_bus8,Pd_bus9,Pd_bus10,Pd_bus11,Pd_bus12,Pd_bus13,Pd_bus14,Qd_bus1,Qd_bus2,Qd_bus3,Qd_bus4,Qd_bus5,Qd_bus6,Qd_bus7,Qd_bus8,Qd_bus9,Qd_bus10,Qd_bus11,Qd_bus12,Qd_bus13,Qd_bus14,Pg_gen1,Pg_gen2,Pg_gen3,Pg_gen4,Pg_gen5
0.0,19.840676106979434,86.12864927545911,43.70434644763211,6.948808221799248,10.240348958440997,0.0,0.0,26.972347703036554,8.228851841604373,3.200109049512812,5.577332914865186,12.34327776240656,13.623321382211685,0.0,11.61182426537506,17.37202055449812,-3.5658357980285618,1.4629069940629997,6.857376534670311,0.0,0.0,15.177660063403623,5.303037853478374,1.6457703683208746,1.4629069940629997,5.303037853478374,4.571584356446873,191.71769541361172,36.211119501656526,17.97978245778622,9.586076429803458e-05,0.007245615362860055
0.0,21.29748186794167,92.452663223968,46.91334715611114,7.4590259076662075,10.992248706034411,0.0,0.0,28.95279793107278,8.83305699592051,3.4350777206357535,5.986849741679456,13.249585493880764,14.623616582135066,0.0,12.464424872021162,18.64756476916552,-3.8276580315655537,1.5703212437192018,7.360880829933758,0.0,0.0,16.292082903586717,5.692414508482106,1.766611399184102,1.5703212437192018,5.692414508482106,4.907253886622505,193.85558126803892,36.62611179500093,26.65480036604892,6.209913090555292e-05,6.311581626470419
0.0,23.540342586043764,102.18895260854022,51.85384219414249,8.244543947185834,12.149854237958072,0.0,0.0,32.00184821605028,9.763275726930594,3.7968294493618977,6.617331326030736,14.644913590395891,16.16364537014065,0.0,13.777066859113171,20.611359867964588,-4.230752815003258,1.735693462565439,8.136063105775495,0.0,0.0,18.00781967411643,6.291888801799716,1.952655145386119,1.735693462565439,6.291888801799716,5.424042070516997,196.3953978127997,37.12636458015978,38.055676492185896,0.7149821812386636,18.13173803315361
0.0,21.168517468106817,91.89282698136692,46.629268892880454,7.413858652424508,10.925686435151906,0.0,0.0,28.777477664016182,8.779569456818496,3.4142770109849705,5.9505970762880915,13.169354185227744,14.535064989621732,0.0,12.38894801128832,18.534646631061268,-3.8044800979546816,1.5608123478788438,7.31630788068208,0.0,0.0,16.193428109243005,5.657944761060809,1.7559138913636991,1.5608123478788438,5.657944761060809,4.8775385871213865,193.7036309069092,36.596314408933225,25.986050207023748,5.60565964687645e-05,5.611912188974124
0.0,22.850429191822872,99.19402902625413,50.33412513221812,8.002915292988655,11.793769905456966,0.0,0.0,31.063947518837544,9.477136531170776,3.685553095455302,6.423392537793526,14.215704796756164,15.689926034938287,0.0,13.373292660652094,20.007288232471637,-4.106759163507336,1.6848242722081381,7.897613775975647,0.0,0.0,17.480051824159435,6.1074879867545,1.8954273062341553,1.6848242722081381,6.1074879867545,5.265075850650431,195.68631796199762,36.985332842861304,34.711606182436185,0.014674446139494425,14.725752232247405
0.0,20.440512694900754,88.73254819629729,45.0256454754035,7.158889238767085,10.549942036077809,0.0,0.0,27.78779375574066,8.47763199327681,3.2968568862743153,5.7459505732209495,12.716447989915217,14.035190744424943,0.0,11.962880701623943,17.897223096917713,-3.6736405304199513,1.5071345765825441,7.064693327730676,0.0,0.0,15.636521232043897,5.4633628401117225,1.6955263986553621,1.5071345765825441,5.4633628401117225,4.70979555182045,192.83493632095576,36.426122478302666,22.18226788922068,0.0011362003976999452,1.7040755276655672
0.0,23.445545576221342,101.77743747834333,51.64502666098526,8.211343151118994,12.100926749017466,0.0,0.0,31.872976705001363,9.723958994746178,3.7815396090679583,6.5906833186612985,14.585938492119269,16.098554335746453,0.0,13.721586581475162,20.52835787779749,-4.213715564390011,1.7287038212882095,8.103299162288483,0.0,0.0,17.935302145865176,6.266551352169759,1.9447917989492358,1.7287038212882095,6.266551352169759,5.402199441525655,196.3139095801405,37.1098412922318,37.63229098932791,0.5142251014044563,17.71345519585338
0.0,23.482923967079024,101.93969758980849,51.72736247126163,8.22443420045164,12.120218821718206,0.0,0.0,31.92379064648992,9.739461553166416,3.787568381786939,6.601190608257237,14.609192329749623,16.1242196824644,0.0,13.743462413912608,20.5610855011291,-4.220433339705447,1.7314598316740295,8.116217960972014,0.0,0.0,17.963895753618058,6.276541889818357,1.9478923106332833,1.7314598316740295,6.276541889818357,5.4108119739813425,196.3460931321479,37.116365900041174,37.79935422432426,0.5930116043050934,17.8785669739783
0.0,22.609978167083185,98.15022780365143,49.80446803624775,7.918702030867843,11.66966615075261,0.0,0.0,30.73706709350018,9.37741029971192,3.646770672110191,6.35580031424919,14.06611544956788,15.524823718411957,0.0,13.232567867371264,19.796755077169607,-4.0635444632084985,1.6670951643932304,7.814508583093266,0.0,0.0,17.296112330579763,6.043219970925459,1.875482059942384,1.6670951643932304,6.043219970925459,5.209672388728844,195.40410228251756,36.92990784001765,33.46674053993441,0.001626342468216181,13.428607750890514
0.0,19.60865973382437,85.12146299199335,43.193268906765205,6.867549031201162,10.12059857229645,0.0,0.0,26.656933739530828,8.132623852738218,3.1626870538426406,5.512111722411459,12.198935779107329,13.464010600644384,0.0,11.476035881086153,17.168872578002905,-3.524137002853228,1.44579979604235,6.777186543948515,0.0,0.0,15.000172883939381,5.241024260653519,1.6265247705476438,1.44579979604235,5.241024260653519,4.518124362632344,191.1138904171504,36.0960129032382,15.897639764664193,0.00010819353844193061,0.0012381966361850623
0.0,23.845444287935027,103.51340331444607,52.525909537478995,8.351399842779088,12.307326084095497,0.0,0.0,32.41661781078725,9.889815603291025,3.8460394012798433,6.703097242230584,14.834723404936538,16.373139165448475,0.0,13.955628684644001,20.87849960694772,-4.285586761426111,1.7581894405850713,8.24151300274252,0.0,0.0,18.241215446070115,6.373436722120883,1.9779631206582051,1.7581894405850713,6.373436722120883,5.494342001828347,196.62486125583442,37.17367018800829,39.34420625532017,1.5754523301466392,19.376184005766444
0.0,23.813971235114273,103.37677835703985,52.45658179900748,8.340377022436336,12.291081927800915,0.0,0.0,32.3738318634042,9.87676226341145,3.8409631024377866,6.694249978534427,14.815143395117175,16.35152863609229,0.0,13.937208971702825,20.85094255609084,-4.279930314144962,1.7558688468287025,8.230635219509542,0.0,0.0,18.21713928584779,6.365024569754046,1.97535245268229,1.7558688468287025,6.365024569754046,5.487090146339694,196.6018482031404,37.16890783725568,39.21276698836056,1.4823670337206452,19.249872822896005
0.0,21.40320909879997,92.91162659479066,47.14623939735662,7.496054799579713,11.04681759938063,0.0,0.0,29.096528498368624,8.876906999502292,3.452130499806447,6.016570299662664,13.315360499253437,14.696212699176016,0.0,12.526302099297677,18.740136998949282,-3.8466596997843263,1.5781167999115187,7.397422499585243,0.0,0.0,16.372961799082006,5.720673399679255,1.7753813999004584,1.5781167999115187,5.720673399679255,4.931614999723496,193.9801812248666,36.6505474796318,27.203133315585365,7.002708538524962e-05,6.885147375158933
0.0,20.174181606124233,87.57640125792179,44.43898068077135,7.065611991084985,10.412480828967347,0.0,0.0,27.42573075486935,8.367172094705904,3.253900259052296,5.671083308634001,12.550758142058855,13.852318245679774,0.0,11.80700951141833,17.664029977712463,-3.6257745743725582,1.4874972612810495,6.97264341225492,0.0,0.0,15.43278408579089,5.3921775721438046,1.6734344189411807,1.4874972612810495,5.3921775721438046,4.64842894150328,192.49329540840623,36.35943048237949,20.726949608593088,9.730866031889627e-05,0.36714333509352715
0.0,19.958984546087308,86.64222784522694,43.96495213377757,6.990243435496016,10.301411378625707,0.0,0.0,27.13318175620164,8.27791985782423,3.219191055820534,5.610590125858645,12.416879786736345,13.704556209064558,0.0,11.68106468826308,17.47560858874004,-3.5870986050571663,1.4716301969465297,6.898266548186858,0.0,0.0,15.268163293320248,5.33465946393117,1.655583971564846,1.4716301969465297,5.33465946393117,4.598844365457905,192.02009782572375,36.268806302880556,19.026869072780634,0.00010931266213257202,0.03154737491662502
0.0,19.649730092410135,85.29974998640714,43.283737254249054,6.881933119922444,10.141796176727812,0.0,0.0,26.712766715488435,8.149657642013421,3.1693113052274415,5.52365684625354,12.224486463020131,13.492210985111107,0.0,11.500072450396715,17.20483279980611,-3.531518311539149,1.4488280252468304,6.791381368344517,0.0,0.0,15.031590761935867,5.25200159151976,1.6299315284026843,1.4488280252468304,5.25200159151976,4.527587578896345,191.22092210297558,36.11641350799367,16.266618601913233,0.00010846522265147319,0.0016321286123579062
0.0,20.32563402554823,88.2338583044536,44.77259476595416,7.118655234754218,10.490649819637795,0.0,0.0,27.631622292795978,8.429986462208943,3.278328068636811,5.713657491052728,12.644979693313413,13.95631092076814,0.0,11.895647563339285,17.796638086885544,-3.652994133623875,1.4986642599482565,7.024988718507452,0.0,0.0,15.548641696963163,5.43265794231243,1.6859972924417885,1.4986642599482565,5.43265794231243,4.6833258123383015,192.70819260200216,36.40119645829568,21.609207807805326,7.715039720124071e-05,1.0502034838761816
0.0,22.612438382262752,98.16090763175814,49.80988731208109,7.91956367305055,11.670935939232388,0.0,0.0,30.74041162565674,9.378430665454598,3.6471674810101216,6.356491895474783,14.067645998181899,15.526512990585946,0.0,13.234007716808154,19.798909182626375,-4.063986621696992,1.6672765627474844,7.8153588878788325,0.0,0.0,17.29799433850515,6.04387753995963,1.8756861330909198,1.6672765627474844,6.04387753995963,5.210239258585888,195.40700419982045,36.93047745474973,33.479509781183,0.0016607943927887865,13.441927831013464
0.0,20.316251813916768,88.19312999405345,44.75192795876597,7.115369298883293,10.48580738782801,0.0,0.0,27.618867673296993,8.426095222361795,3.2768148086962534,5.711020095156327,12.63914283354269,13.949868757021193,0.0,11.890156591554975,17.788423247208232,-3.6513079296901108,1.4979724839754303,7.021746018634828,0.0,0.0,15.54146452124509,5.4301502544109335,1.685219044472359,1.4979724839754303,5.4301502544109335,4.681164012423219,192.69652174797906,36.39891509687921,21.558919806320993,7.85758445641515e-05,1.0016804092340523
0.0,23.12693079480582,100.39432630740592,50.94319317934185,8.099754564079458,11.936480410222359,0.0,0.0,31.439836794782106,9.591814615357253,3.730150128194487,6.501118794853249,14.38772192303588,15.879781974313675,0.0,13.535116179448567,20.249386410198646,-4.156452999988143,1.7052114871746227,7.993178846131044,0.0,0.0,17.691569179436712,6.181391641008007,1.9183629230714505,1.7052114871746227,6.181391641008007,5.328785897420696,196.0006800338701,37.04725763167575,36.1201580447782,0.09736831369208461,16.184962171781347
0.0,21.50410745454347,93.34962775198134,47.3684947616211,7.531392472559004,11.098894170086952,0.0,0.0,29.23369446585403,8.918754243819873,3.468404428152173,6.044933431922358,13.378131365729809,14.76549313699068,0.0,12.585353210723598,18.82848118139751,-3.8647935056552782,1.585556310012422,7.4322952031832274,0.0,0.0,16.450146716378878,5.747641623795029,1.7837508487639746,1.585556310012422,5.747641623795029,4.954863468788818,194.09911382934484,36.67387316940079,27.726489210222454,8.270120247658714e-05,7.432485464299446
0.0,20.599194662196837,89.4213888100895,45.375184555438196,7.214464489985989,10.631842406295142,0.0,0.0,28.00351348086667,8.543444790772883,3.322450751967232,5.790557024857176,12.815167186159323,14.144147486946217,0.0,12.055749871423956,18.036161224964975,-3.7021594093349153,1.5188346294707347,7.119537325644068,0.0,0.0,15.757909280758872,5.5057755318314126,1.7086889581545763,1.5188346294707347,5.5057755318314126,4.746358217096046,193.03097659474614,36.46446043234976,23.029187234163572,0.0009191845250992869,2.530260540904606
0.0,20.446340958465367,88.75784876900634,45.038483770260115,7.16093047393257,10.552950172111156,0.0,0.0,27.795716971185637,8.480049245446466,3.2977969287847366,5.747588933024826,12.720073868169697,14.039192639683593,0.0,11.9662917130189,17.902326184831427,-3.674688006360135,1.5075643103015939,7.066707704538721,0.0,0.0,15.640979719379038,5.464920624843278,1.6960098490892932,1.5075643103015939,5.464920624843278,4.7111384696924805,192.84243661414956,36.427586451485794,22.214172009490873,0.001127942925448921,1.733285205543609
0.0,22.082078386326526,95.85860755723313,48.6416288878529,7.733815471708829,11.397201747781432,0.0,0.0,30.019415317817167,9.158465690181508,3.561625546181698,6.207404523345245,13.737698535272264,15.162348753744944,0.0,12.923612696145018,19.334538679272075,-3.9686684657453206,1.6281716782544906,7.6320547418179245,0.0,0.0,16.89228116189034,5.902122333672528,1.8316931380363017,1.6281716782544906,5.902122333672528,5.088036494545283,194.78087022784825,36.80760922030301,30.72573201426868,0.00019528088138076475,10.567134786134979
0.0,23.228951479993313,100.83719951222905,51.167920771598176,8.1354853109654,11.989136247738484,0.0,0.0,31.57852850966833,9.634127341932711,3.746605077418277,6.529797420643281,14.451191012899066,15.949833043866379,0.0,13.594824138060604,20.3387132774135,-4.174788514837508,1.7127337496769266,8.028439451610593,0.0,0.0,17.769612652898115,6.208659842578858,1.9268254683865422,1.7127337496769266,6.208659842578858,5.352292967740395,196.10879235720816,37.06869683534643,36.62204203067185,0.1796538149666208,16.69871945952416
0.0,20.410973329676533,88.60431740348062,44.960577196246,7.148543654633256,10.534695912091113,0.0,0.0,27.747636554168558,8.465380643644645,3.292092472528473,5.737646880692481,12.698070965466968,14.014907954478357,0.0,11.945592686031889,17.87135913658314,-3.668331612246013,1.5049565588701592,7.054483869703871,0.0,0.0,15.613924298277903,5.455467525904327,1.693076128728929,1.5049565588701592,5.455467525904327,4.702989246469247,192.79637840007607,36.41860123521886,22.019120901633478,0.001176629695459478,1.558093428573153
0.0,20.562722311951763,89.2630618334496,45.29484453969098,7.201690763632875,10.613017967458974,0.0,0.0,27.95393125357498,8.528318009565247,3.3165681148309294,5.7803044287053345,12.79247701434787,14.119104260280244,0.0,12.034404302386514,18.00422690908219,-3.695604470811607,1.5161454239227108,7.106931674637706,0.0,0.0,15.730008773198124,5.496027161719826,1.7056636019130496,1.5161454239227108,5.496027161719826,4.737954449758471,192.98700011819508,36.45585013451885,22.837404537654027,0.0009646765838272826,2.3362671814100606
0.0,21.13225100044163,91.73539374385261,46.54938238806958,7.401157032412736,10.906968258292453,0.0,0.0,28.728175323181016,8.764528064699293,3.408427580716392,5.940402354962854,13.146792097048941,14.510163129335497,0.0,12.367722935742336,18.50289258103184,-3.7979621613696937,1.5581383226132077,7.303773387249411,0.0,0.0,16.165685097112032,5.648251419472878,1.7529056129398588,1.5581383226132077,5.648251419472878,4.8691822581662745,193.66090755182012,36.587936784427356,25.798008555001463,5.4366056867262006e-05,5.415147688852227
0.0,20.825306763288214,90.40294456690091,45.873256372588784,7.293655824930434,10.748545426213271,0.0,0.0,28.310900899401027,8.637224003207093,3.3589204456916475,5.854118491062585,12.95583600481064,14.299404183087299,0.0,12.18808276008112,18.234139562326085,-3.742797068056407,1.535506489459039,7.1976866693392445,0.0,0.0,15.93087982813753,5.566211024289015,1.7274448006414187,1.535506489459039,5.566211024289015,4.798457779559496,193.2990593616195,36.51699632492013,24.206066936020726,0.0007371592917555325,3.7501938802402517
0.0,22.584772780245068,98.0408108709256,49.748946492890056,7.909874337781682,11.656656918836163,0.0,0.0,30.70280170586311,9.366956452636202,3.6427052871363013,6.348714929008982,14.050434678954305,15.507516793808826,0.0,13.217816327608864,19.774685844454208,-4.059014462809022,1.6652367026908808,7.805797043863503,0.0,0.0,17.276830790417886,6.036483047254442,1.8733912905272407,1.6652367026908808,6.036483047254442,5.203864695909002,195.37435509172084,36.92406914202168,33.33588056891711,0.0013861233892202964,13.292086353927889
0.0,20.89736467568505,90.71574896080791,46.03198301832928,7.318892697474948,10.785736606805187,0.0,0.0,28.408859812567236,8.667109773325597,3.370542689626621,5.874374401920682,13.000664659988395,14.348881735839045,0.0,12.230254902359453,18.297231743687373,-3.755747568441092,1.540819515257884,7.222591477771331,0.0,0.0,15.986002470800548,5.585470742809829,1.7334219546651195,1.540819515257884,5.585470742809829,4.815060985180887,193.3839796803826,36.53364466894341,24.579761113646985,0.0007182007619919669,4.140923891734634
0.0,21.294304644255877,92.43887085202321,46.90634847905211,7.457913147296989,10.990608848648193,0.0,0.0,28.948478663850157,8.831739253378014,3.434565265202561,5.98595660506732,13.24760888006702,14.621434986148046,0.0,12.462565390877863,18.644782868242473,-3.8270870097971392,1.5700869783783136,7.359782711148345,0.0,0.0,16.289652400675003,5.691565296621387,1.7663478506756027,1.5700869783783136,5.691565296621387,4.90652180743223,193.8518372798313,36.6253775739652,26.638323431633726,6.194626484096953e-05,6.29434482657453
0.0,22.768928753710448,98.84023449767392,50.1545988215373,7.974371360746516,11.751705163205392,0.0,0.0,30.953151992371346,9.44333450614719,3.672407863501685,6.400482276388651,14.165001759220786,15.63396490462146,0.0,13.325594247563256,19.935928401866292,-4.092111619330449,1.678815023315056,7.869445421789325,0.0,0.0,17.41770586689371,6.0857044595170775,1.8886669012294381,1.678815023315056,6.0857044595170775,5.24629694785955,195.59098430767693,36.966603391375415,34.29038621067936,0.008022191603843142,14.28717243443882
0.0,21.644319059499676,93.95828826750551,47.677347974381775,7.580498841115094,11.17126145006435,0.0,0.0,29.424304712223062,8.976906522373138,3.4910192031451093,6.084347754052905,13.465359783559707,14.861767464817751,0.0,12.66741253712654,18.951247102787736,-3.889992826361693,1.5958944928663357,7.480755435310948,0.0,0.0,16.557405363488233,5.785117536640467,1.7953813044746276,1.5958944928663357,5.785117536640467,4.987170290207299,194.26442854864285,36.706297807527946,28.453876898289725,9.882217595281445e-05,8.193031757129294
0.0,21.586799165924713,93.70859361429069,47.55064516733646,7.560353624932158,11.141573763057917,0.0,0.0,29.34610946519719,8.953050345314397,3.481741800955599,6.068178567379758,13.429575517971596,14.822272238353836,0.0,12.633748820610315,18.900884062330395,-3.8796551496362386,1.5916533947225595,7.460875287761998,0.0,0.0,16.513403970246557,5.769743555869278,1.7906100690628795,1.5916533947225595,5.769743555869278,4.973916858507998,194.19660460616274,36.692994579021985,28.155459921430403,9.208131776221537e-05,7.881035488318395
0.0,21.451185749309403,93.11989389792377,47.25192068281057,7.512857681785781,11.071579741579045,0.0,0.0,29.16175021219481,8.896805149483162,3.459868669243452,6.030056823538588,13.345207724224743,14.729155191922125,0.0,12.554380599826239,18.782144204464455,-3.8552822314427035,1.5816542487970067,7.414004291235969,0.0,0.0,16.409662831268946,5.733496651889149,1.7793610298966325,1.5816542487970067,5.733496651889149,4.942669527490645,194.03672980968102,36.661637920869765,27.45197754506731,7.645732634254498e-05,7.145407734091344
0.0,22.47137418653111,97.54854600789082,49.499156042220605,7.870158701273569,11.598128612403155,0.0,0.0,30.54864232731188,9.319924777823964,3.624415191375986,6.316837904969575,13.979887166735946,15.42965324328634,0.0,13.151449408707148,19.675396753183925,-4.038634070390384,1.6568755160575936,7.76660398151997,0.0,0.0,17.190083479097535,6.006173745708777,1.863984955564793,1.6568755160575936,6.006173745708777,5.17773598767998,195.24046505206584,36.897791976282925,32.747023092288174,0.0008202279748736722,12.677605348540824
0.0,23.37840389006941,101.48597449053173,51.49712930623584,8.187828090531221,12.066272975519695,0.0,0.0,31.78170114087777,9.696112212471185,3.770710304849905,6.571809388452691,14.544168318706776,16.05245244064674,0.0,13.682291677598226,20.469570226328056,-4.20164862540418,1.7237532822170996,8.080093510392654,0.0,0.0,17.883940303002408,6.248605648036985,1.9392224424942368,1.7237532822170996,6.248605648036985,5.3867290069284355,196.25396153816513,37.09773832255042,37.32735847616726,0.3867074870485987,17.410211748333186
0.0,19.90327460856152,86.40039023624404,43.84223623452722,6.9707321209708555,10.272657862483365,0.0,0.0,27.057447048505296,8.254814353781276,3.210205582026052,5.594929728673976,12.382221530671915,13.666303763482336,0.0,11.648460254780245,17.42683030242714,-3.5770862199718865,1.4675225517833381,6.879011961484397,0.0,0.0,15.225546474752134,5.3197692502146,1.6509628707562554,1.4675225517833381,5.3197692502146,4.586007974322931,191.87884151639366,36.24185381589669,18.536849451091673,0.00010371210405934557,0.015744458239145803
0.0,22.64311083864596,98.29405718896082,49.8774515247593,7.930306100170935,11.68676688446243,0.0,0.0,30.78210920461087,9.39115196072874,3.65211465139451,6.365114106716145,14.086727941093109,15.547573801650914,0.0,13.251958877917222,19.825765250427338,-4.069499182982454,1.6695381263517761,7.82595996727395,0.0,0.0,17.321458060899676,6.052075708025188,1.878230392145748,1.6695381263517761,6.052075708025188,5.2173066448493,195.44317863316437,36.937578271283996,33.63869821883759,0.002131980341786848,13.607972525031704
0.0,22.593426068665252,98.07837491558833,49.768007653557554,7.9129049825740045,11.661123132214323,0.0,0.0,30.71456539288594,9.370545374100796,3.6441009788169763,6.351147420223873,14.055818061151193,15.513458452677984,0.0,13.222880694564456,19.782262456435014,-4.060569662110344,1.665874733173475,7.808787811750663,0.0,0.0,17.283450356674802,6.038795907753846,1.8741090748201592,1.665874733173475,6.038795907753846,5.2058585411671086,195.3845696467419,36.92607397980936,33.38081071411632,0.0014541880935496935,13.3389627657575
0.0,22.712951136849657,98.59723488899714,50.031293287622745,7.954766296776838,11.722813489986919,0.0,0.0,30.877053388804832,9.420117983025204,3.663379215620912,6.384746632939304,14.130176974537806,15.59552866078617,0.0,13.292833153824454,19.886915741942097,-4.082051125977588,1.674687641426703,7.850098319187669,0.0,0.0,17.374884279802043,6.070742700171797,1.8840235966050407,1.674687641426703,6.070742700171797,5.233398879458447,195.52527747245455,36.953699077121,34.00056354426969,0.005013978649244294,13.985182487971247
0.0,20.895442256123392,90.70740371091352,46.027748379847836,7.318219407674552,10.784744390257234,0.0,0.0,28.406246385052537,8.666312456456707,3.3702326219553855,5.8738339982651,12.99946868468506,14.347561733467215,0.0,12.229129799666685,18.29554851918638,-3.7554020644645725,1.5406777700367478,7.221927047047255,0.0,0.0,15.98453186413126,5.58495691638321,1.7332624912913412,1.5406777700367478,5.58495691638321,4.814618031364837,193.38171474099363,36.53320061813373,24.56979303495455,0.0007184794995848101,4.130497129123379
